7389,7042,5567,3126,11134,11759,9814,9212,2847,4907,2629,3718,9480,9392,10066,10517,917949,-197395,-1051650,-110657,-3017237,1512040,-2455863,-1343997,2896613,685729,1165904,2761086,2958481,-2199592,1183920,-1165904
8008,7642,6991,1544,11606,11155,8358,7827,1464,4907,3718,2183,10719,8126,10753,9328,-129702,-1249045,-2145101,-463647,1967875,380506,2473303,-2418613,-2356194,-885066,380506,1892546,1831398,2927531,-96473,-2251317
6118,7209,4421,2441,10918,11809,8802,8429,690,4026,5190,3275,9765,10808,9003,7324,-1856847,-2850135,2466851,-2356194,321750,-1304544,840896,2181522,3141592,-2601173,-1637364,321750,141897,1107148,-1647568,2356194
7258,6783,7109,2970,11357,10265,7827,7827,0,4394,4143,3554,10753,11155,10708,10358,-47583,-1313472,-2077894,-950546,1911775,343023,2418613,-2418613,0,-785398,0,2077894,1667270,2761086,32246,-2214297
6991,8638,5459,3813,10265,10972,8910,9003,2013,5097,3813,4171,9667,8652,9379,8802,-352990,-1530817,-2536047,-1480136,1913820,222081,2521343,-2574863,2601173,-493941,-90659,1997423,1570796,2642245,-110657,-2411692
6214,8693,7340,976,10841,11523,8358,8802,1091,4026,3275,4200,9667,8527,11241,9392,-1570796,3022163,2422762,-2356194,159913,-1420424,902506,2300695,1892546,-2111215,-1892546,165148,0,1016488,-1756144,2199592
6422,8008,6905,3554,10054,10160,8843,7109,976,4632,2441,2762,10841,9874,9618,9826,-2203545,3011890,2214297,-2634494,278299,-1741531,674740,2077894,-785398,-2677945,-1712693,0,-159913,934288,-1937970,1892546
6641,7209,5281,1091,9173,10708,10346,6569,3126,4200,5097,3126,8652,9480,10841,10018,2057695,1279339,197395,321750,-1916351,2779048,-1122072,-52583,-1460139,1735945,2647651,-1460139,-2070143,-992894,2491722,34469
6641,8300,6039,2762,10841,10066,8527,8802,1544,3417,4200,2762,10708,9874,11272,10449,1083897,-295440,-1030376,0,2981679,1467714,-2587285,-1373400,-2677945,785398,1405647,3141592,2779048,-2505084,1093450,-1438244
7109,9003,6569,1544,10346,10265,9765,7948,2183,4606,3936,2929,9003,10054,8802,10381,-1063697,-2137525,-3089009,-2034443,1122072,-343023,1712693,3098141,1892546,-1343997,-661043,785398,1004067,1849095,-840896,3075024
6800,8052,5879,2847,11739,10066,9765,5027,1544,4833,3088,3554,9765,12059,9593,9379,1989020,1030376,58755,1325817,-2060753,2601173,-1428899,-278299,-1107148,1570796,2677945,-2077894,-2356194,-1339705,2098870,-110657
6253,7595,6514,3088,10066,9886,9290,6800,1760,6366,4606,3554,10708,10841,11759,10786,-110657,-1570796,-2129395,-1107148,1957672,211093,2408777,-2723368,2944197,-708626,226798,2077894,1538549,2491722,-58755,-2446854
7827,8052,3813,1544,9886,9886,9392,8315,690,5567,4394,3936,8802,11016,10438,10160,-847816,-2111215,-3050932,-2034443,1359702,-211093,1869295,-3058451,-1570796,-1446441,-785398,1304544,1124690,2132717,-597176,-2970857
7258,8126,5899,2013,9814,9593,9826,7873,1091,4809,4501,4421,10265,10160,10449,8429,47583,-1356735,-1929566,-1030376,2256525,528074,2819842,-2231839,2819842,-367173,566729,2245537,1913820,2970857,132551,-2181522
5879,7042,6176,2071,10018,10381,9593,7258,1091,4809,2629,4200,9480,11272,10517,10483,-2273053,2944197,2034443,3141592,34469,-1637364,528074,1618379,-2819842,-2774418,-1975688,-165148,-577901,698659,-1975688,1871716
5715,8300,5190,1760,10540,10753,9765,8527,2013,3813,4421,3417,10300,10054,10438,11134,-1134169,-2356194,-3075024,-1373400,1019141,-739974,1712693,2768604,2601173,-1480136,-674740,785398,880349,1849095,-973619,3017237
6422,7873,5459,2629,10438,12216,10358,7437,1091,5027,3906,3088,10742,12207,10346,10265,-938047,-2480549,2819842,-1975688,973619,-745419,1570796,2761086,1249045,-1849095,-785398,1107148,785398,1712693,-1122072,2798568
6514,7873,5879,2762,10753,10358,9392,6991,976,3554,3718,3936,10563,11272,10540,9430,-2129395,2875340,2273053,3141592,96473,-1570796,628796,1923786,-785398,-2634494,-1951302,-266252,-197395,698659,-2122451,1985303
5879,9593,6991,3718,10786,10540,10054,8052,2489,4421,4171,2970,9430,10066,9480,9003,-3082836,2098870,996491,2761086,-876058,-2589937,-278299,1030376,-588002,2466851,-2714965,-950546,-1156289,-103081,-2958481,1004067
5899,7720,6800,2970,10742,9777,10719,7437,488,4200,4367,3906,9593,9003,10918,9430,1929566,463647,-418224,950546,-2356194,2306236,-1831398,-380506,-2356194,1405647,1892546,-2356194,-2613518,-1647568,1892546,-414506
5899,8693,5940,2441,11809,11820,8802,7888,488,3906,4501,2847,10753,9173,11134,9959,2782821,1451367,620249,1428899,-1304544,-3024483,-840896,404891,-785398,2356194,3064820,-1815774,-1667270,-345555,3017237,588002
5694,8008,5258,2441,10708,9692,9121,7873,976,3452,3088,4367,9392,9290,10066,10483,2896613,1441093,404891,1712693,-1538549,3070285,-1056345,266252,-785398,2214297,2677945,-1892546,-1869295,-837981,2754716,300920
8185,7324,5567,2489,12890,9874,10160,7873,1544,3126,3906,3452,9874,10346,10918,11399,2053309,785398,124354,982793,-1926432,2505084,-1400061,-266252,-1107148,1681453,2356194,-2214297,-2207304,-1122072,2176340,30293
5459,8541,5393,1544,10517,10708,8315,7827,2847,5393,4367,3813,10449,8652,9667,9290,1249045,244978,-876058,1107148,-2736700,1933340,-2297438,-847816,-1815774,876058,1892546,-3050932,-3009041,-2070143,1570796,-837981
7948,8185,6347,2441,10265,9959,8300,8429,2183,3126,3452,3718,9886,11440,10517,9003,43450,-1088283,-1961403,-785398,2308611,588002,2846151,-2181522,2819842,-110657,927295,1951302,2003204,3050932,404891,-2137525
5879,9480,5899,2847,10358,10753,9728,7324,1381,2970,3452,2183,9480,9765,9886,9886,2273053,1387685,358770,1325817,-1570796,3045118,-1091277,141897,-1570796,2191045,2498091,-1892546,-1753907,-785398,2709184,211093
5281,8008,5879,4143,11820,7720,7827,7209,488,4171,2441,4501,10018,11016,10753,11809,2944197,1700498,702256,1570796,-1453687,-2961739,-722979,291456,-785398,1997423,2999695,-1647568,-1536327,-561921,3045118,661043
5879,8910,7258,2183,11272,11272,9003,8802,1381,5694,4501,4606,10358,9959,11241,9692,702256,-620249,-1523213,321750,2664247,1093450,-3064820,-1768191,-1570796,244978,1004067,2914793,2498091,-2553590,828849,-1642103
7827,9003,7469,2970,11440,9328,9886,8300,488,4501,4143,3275,10563,9328,10066,8734,-722979,-1647568,-2553590,-950546,1661456,-37020,2003204,-2846151,-2356194,-1647568,0,1892546,1373400,2461071,-386875,-2819842
6569,8008,6853,2013,11430,11155,10195,6835,0,5097,3554,3521,10066,8802,9379,10265,1518213,129702,-714090,540419,-2704965,1951302,-2064737,-785398,0,1076854,2077894,-2944197,-3038511,-1768191,1460139,-737815
6853,9290,5879,1091,9173,9618,9826,7042,1464,6569,2929,3718,9277,8734,9765,9328,-856705,-2303611,-3082836,-2819842,1225240,-367173,1892546,2944197,785398,-1623379,-785398,1190289,785398,1892546,-785398,-3104572
6550,8638,5097,2183,11134,10517,8843,7389,0,4421,2629,2929,10300,10054,11759,10265,2819842,1610775,1076854,1892546,-1051650,-2736700,-674740,652846,0,2466851,-2736700,-785398,-1333947,-278299,3082836,737815
7389,7720,6514,2762,9082,10563,8185,6550,1091,3554,4171,3088,10066,11272,10540,8802,917949,-463647,-1012197,0,2988943,1373400,-2659079,-1249045,-2819842,507098,1144168,2677945,2754716,-2442932,1019141,-1124690
7873,8185,7324,1544,10972,11647,8527,7324,976,2762,4200,3275,10066,10265,9392,8963,-909753,-2053309,-2999695,-2034443,1348714,-209022,2125103,-2999695,2356194,-1570796,-165148,1249045,1183920,2308611,-628796,-2868583
6783,7827,4501,2489,10841,10753,7642,6991,976,4809,3936,3906,11399,8963,11388,8300,257323,-847816,-1647568,-588002,2491722,739974,2819842,-2145101,-2356194,-367173,661043,2356194,2184003,-2868583,244978,-1866237
7109,7812,6366,1760,10972,11739,9212,6783,488,4882,4632,1953,10253,9173,10918,7948,507098,-785398,-1352127,-197395,2720173,1080839,-2914793,-1828120,-2356194,141897,1107148,2356194,2356194,-2796037,605544,-1614247
7873,8652,6039,2629,9692,11440,9173,6641,976,2847,4026,3275,10708,10253,11272,8541,2480549,1071449,540419,1165904,-1499488,3050932,-1225240,156601,-785398,1815774,2601173,-1892546,-1933340,-785398,2664247,244978
5694,7258,6905,2629,10972,11799,10841,7340,488,3554,3275,3452,10449,9618,10018,9392,2896613,1618379,927295,1975688,-1149377,-2782821,-649870,718829,-785398,2077894,-2819842,-927295,-1438244,-367173,3107123,628796
4833,8734,6514,2183,11272,11880,8802,6991,1091,3718,3554,2970,10719,10753,10719,9593,-1570796,-2819842,2582993,-1892546,477345,-950546,1124690,2145101,-321750,-1951302,-1063697,620249,260602,1474322,-1310193,2613518
6253,7888,6550,3088,9874,11492,8976,7888,690,4143,3088,3417,9826,10449,12236,9874,-1460139,-2736700,2819842,-2034443,636508,-999458,1176005,2736700,-1570796,-1570796,-1107148,785398,321750,1438244,-1284744,2505084
7209,8734,5940,2013,10540,11134,8734,7827,690,5459,4501,2629,10563,10160,12506,9593,1279339,321750,-620249,1030376,-2589937,2089942,-1892546,-847816,-1570796,965251,1647568,-2736700,-2944197,-1741531,1681453,-528074
6347,6905,7042,1464,10054,12010,9212,6905,488,3275,3554,4809,11809,8652,10438,11048,785398,-643501,-1373400,-785398,2863292,1249045,-2914793,-1570796,2356194,321750,507098,2774418,2480549,-2642245,973619,-1570796
6214,7948,4606,1464,10841,10195,9618,6991,2970,4979,4809,4421,10265,9328,10054,9728,3141592,2170846,1343997,2356194,-920925,-2647651,-367173,996491,-620249,2553590,-2774418,-674740,-1227772,-37020,-2863292,1091277
7437,9264,6118,1544,10742,10265,8802,8802,1760,3813,3452,3554,10346,11440,13147,9593,-1190289,-2677945,2855541,-2034443,785398,-737815,1124690,2411692,1373400,-1661456,-927295,507098,448723,1480136,-1332187,2613518
7324,8315,5459,2629,10358,11970,9173,7827,2441,2629,3126,4606,10753,9886,10160,8358,141897,-1487655,-1892546,-1165904,2214297,580002,2796037,-2418613,-2999695,-1165904,110657,1797595,1667270,2930499,170735,-2239085
6905,7948,6422,4026,10517,11155,10786,7469,488,2441,4200,3452,11399,10972,11440,9814,3141592,1527345,938047,2601173,-1165904,-2761086,-694738,588002,-785398,2356194,2976443,-1570796,-1540502,-421419,-3050932,685729
6800,7812,6939,1091,9593,10195,8693,7258,488,4200,3906,4026,10786,11575,10195,10300,418224,-785398,-1471127,-1249045,2613518,1076854,-3022163,-1618379,-2356194,165148,785398,2601173,2265534,-2838707,493941,-1807645
6039,9630,6039,3126,11070,10358,8652,5567,488,3275,2762,2441,9173,9814,10540,9173,-540419,-1824470,-2601173,-1681453,1508377,0,2070143,-3017237,-2356194,-1249045,0,1428899,1225240,2256525,-551654,-2796037
6991,7948,4979,1953,11134,9379,9392,6783,1381,3275,3554,3521,9886,11718,9480,9003,2788602,1614247,588002,2356194,-1446441,-3030935,-942000,257323,0,1892546,2634494,-1768191,-1781889,-785398,2958481,566729
5879,6800,4606,2071,10972,10066,9826,7627,488,4501,3417,2183,9959,9959,9392,7324,2439335,1152571,226798,1570796,-1792878,2754716,-1249045,-90659,2356194,1647568,2356194,-1892546,-2158798,-982793,2512796,141897
7209,9630,4809,1091,11272,11728,10054,6366,3088,2970,4367,3088,10066,11070,9630,9959,-1279339,-2887918,2774418,-1892546,698659,-827040,1292496,2432966,1107148,-2191045,-1249045,1107148,386875,1508377,-1317122,2553590
6641,8802,6422,2847,9328,11440,9765,8527,0,3936,3936,2762,10841,11272,9392,7580,1083897,-197395,-632748,244978,-3104572,1661456,-2356194,-1197808,0,661043,1304544,3141592,2981679,-2269456,1272297,-1046000
6347,7888,6118,2441,10563,11145,9212,7258,1464,3088,3936,4026,10346,10066,9777,9328,785398,-404891,-1284744,141897,2944197,1288241,-2914793,-1618379,-2356194,-463647,909753,2601173,2692869,-2601173,835356,-1533776
6422,6853,5567,2071,11739,10358,8638,8300,1760,3554,2970,2441,9480,10563,9392,8315,632748,-714090,-1446441,0,2651635,927295,3101613,-1866237,2944197,-507098,620249,1712693,2148698,-2944197,628796,-1653937
6800,7948,7042,1091,10358,11230,9082,8082,690,3088,3936,2929,10540,11399,9814,9392,1989020,600050,-197395,1249045,-2214297,2356194,-1723445,-348771,3141592,1107148,2231839,-2356194,-2589937,-1540502,2256525,-298498
6253,7948,5567,2629,9264,10719,9959,5859,1544,3452,4809,3718,9692,11155,10381,9328,1460139,43450,-519146,404891,-2677945,1831398,-2158798,-785398,-2034443,927295,1937970,-2761086,-3070285,-1951302,1637364,-680521
6569,8126,7258,3088,9777,10918,9264,6514,0,3521,5281,3936,10972,9082,8541,9959,52583,-1356735,-2013170,-463647,2306236,605544,2677945,-2582993,0,-197395,197395,2231839,1992215,2988943,244978,-2158798
